,Paddy,Wheat,Coarse cereals,Gram,Arhar,Other pulses,Groundnut,Rapeseed and mustard,Other oil seeds,kapas,"jute, hemp and mesta",Sugarcane,Coconut,Tobacco,Tea,Coffee,Rubber,Fruits,Vegetables,Other food crops,Milk,Wool,Egg and poultry,Other livestock products,Industry Wood,Firewood,Other forestry products,Inland Fish,Marine Fish,Coal and Lignite,Natural Gas,Crude petroleum,Iron ore,Manganese ore,Bauxite,Copper ore,Other Metallic minerals,Limestone,Mica,Other non metallic minerals,Processed poultry meat & poultry meat products,Processed other meat & meat products,Processed fish & fish products,Processed fruits & Processed Vegetables,Dairy products,Edible Oils and Fats,"Grain Mill products, starch and starch products",Sugar,Bread & Bakery products,Miscellaneous food products,Alcoholic beverages,Non alcoholic beverages,Tea processed,Coffee processed,Tobacco Products,Cotton Yarn and Cotton Textiles,Synthetic yarn and synthetic textiles,Wool yarn and woolen textiles,Silk yarn and silk textiles,Carpet weaving,Ready made garments,Misc. textile products,Leather footwear,Leather and leather products except footwear,Wood and wood products except furniture,"Paper, Paper products and newsprint","Publishing, printing and allied activities",Furniture & Fixtures,Rubber products,Plastic products,Petroleum products,Coal tar products,Inorganic chemicals,Organic chemicals,Fertilizers,Pesticides,"Paints, varnishes and lacquers",Drugs and medicine,"Soaps, cosmetics and glycerin","Synthetic fibres, resin",Other chemicals and chemical products,Cement,Non metallic mineral products,Iron and steel Ferro alloys,Iron and steel casting and forging,Iron and steel foundries,Non ferrous basic metals (including alloys),"Hand tools, hardware",Miscellaneous metal products,Tractors and other agricultural implements,Industrial machinery for food and textile industry,Industrial machinery (except food and textile),Machine tools,Other non electrical machinery,Electrical industrial machinery,"Electrical cables, wires",Batteries,Electrical appliances,Communication equipment,Other electrical machinery,Electronic equipment including T.V,"Medical precision, optical instrument",Watches and clocks,Ships and boats,Rail equipment,Motor vehicles,Motor cycles and scooters,"Bicycles, cycle-rickshaw",Aircrafts & Spacecrafts,Other transport equipment,Gems & jewellery,Miscellaneous manufacturing,Construction and construction services,Electricity,Gas,Water Supply,Trade,Repair & Maintenance of Motor Vehicle,Hotels & Restaurant,Railway Transport,Land transport,Air transport,Water Transport,Supportive and Auxiliary transport activities,Storage and warehousing,Communication services,Financial services,Insurance services,Ownership of dwellings,Real estate services,Renting of machinery & equipment,Research & Development Services,Legal services,Other Business services,Computer related services,Public administration and defence,Education services,Human health and social care services,"Community, social and personal services","Recreation, entertainment and radio & TV broadcasting and other services"
Tea processed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.252200685294389e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006036097160973361,0.0,0.0,0.0,4.6809256652145336e-05,3.257637322302261e-05,0.0,0.00040508077220808566,0.013729744686291095,0.01684460209998904,0.011772447587319183,0.001465110504097343,0.00194840539709203,0.017659566800014417,0.019316625109641557,0.0,0.0,2.1846939455492026e-06,0.0,0.0,0.0,0.0,3.010473505576336e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7225517026420275e-05,8.178630568646997e-06,1.7916281351769647e-05,1.7693574510364352e-05,1.5205478650923148e-05,8.683301090089519e-05,1.7600520239706695e-05,1.2880152544619435e-05,9.156363207714818e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.6189373625276493e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.89289568241606e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020915800419631572,6.937637304594886e-07,2.252208994908927e-05,1.2367562861666279e-06,6.250108410609403e-05,1.0669264359646764e-05,0.0,0.001374710603025323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.598280461417546e-05,0.0,0.0,0.0,0.0,0.009213076941952053,0.0,0.0,0.0,0.0
Coffee processed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4570806681830143e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.863183052239226e-05,0.0,0.0,0.0,6.8342823364717815e-06,6.879345919432143e-05,0.0,1.2503768733974072e-05,0.00042380079261255675,0.0005199481770659883,0.00036338422399633197,0.00034144524459895704,0.00045407752898331207,0.0005451039752045266,0.0005962529689455686,0.0,0.0,3.361067608537235e-06,0.0,0.0,0.0,0.0,4.63149770088667e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6500795425261963e-05,1.0040221668156357e-05,2.75635097719533e-05,2.7220883862099003e-05,2.3393044078343305e-05,0.0,2.2507150961560804e-05,1.9815619299414515e-05,1.4086712627253566e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.083964818006264e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2142916434486248e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45932706895121e-06,4.203309000839898e-08,9.460806904368358e-07,2.8822710058968025e-07,2.122979656319166e-06,1.1570502883605876e-06,0.0,0.0006453702481916438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.083543658134251e-07,0.0,0.0,0.0,0.0,0.004853005728182604,0.0,0.0,0.0,0.0
Tobacco Products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.770968095603552e-06,8.29546797845667e-06,7.923584946773317e-06,7.575228967096834e-06,0.0,5.796496597456497e-06,0.0,0.0,0.0,8.949934939434583e-09,0.0,2.428072050956908e-07,0.0,0.0,0.048205412301907065,0.0,1.6805338042686175e-06,0.0,0.0,0.0,0.0,2.315748850443335e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3250397712630981e-05,4.7931776090120225e-06,1.378175488597665e-05,1.3610441931049501e-05,1.1696522039171653e-05,1.5505894803731286e-06,1.1306626768542763e-05,9.907809649707257e-06,7.043356313626783e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.071458217243124e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.224373935708482e-06,4.283070130669579e-08,3.6469072703379773e-07,0.0,9.022821438731633e-10,1.169944634226035e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.878065549192528e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cotton Yarn and Cotton Textiles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8958151895189765e-06,3.436483391731601e-06,3.365301604625733e-06,0.0,0.0,0.0,0.0,0.0,0.0010877841836179703,5.9545559119267046e-05,0.0002433139267127304,2.192742023900888e-05,2.0738669946141674e-05,1.9808962366933296e-05,2.4357257302021897e-05,0.0,1.4491241493641244e-05,0.0001155788812908781,0.0,0.0,2.04663536718469e-05,0.0,6.07018012739227e-07,0.0,0.0,5.875637926403438e-05,0.15805670656556609,0.1950269734317293,0.23061765879692306,0.2325924990529107,0.22844598376171865,0.15866122904481078,0.17637880859484573,0.011050391986541612,0.017218486315158266,0.000745657334470577,0.00022009603483105566,0.0003443639961400579,0.0026945284446857547,0.001633545667794528,0.0014338766726624556,2.319846518954306e-06,3.4100937103042424e-06,0.00017099523343234543,6.358995430599877e-05,0.0001777846380290988,0.00017557470091053858,0.0001508851343053143,0.0008920862397658944,0.0001751451012878007,0.06765185833186264,9.255060640488431e-05,5.6584653213236694e-05,5.4806669473432464e-05,2.9634693137691674e-06,3.141229441498269e-06,2.8609909830810376e-06,1.1796503877652835e-06,6.521943221408001e-05,0.00012342878080554874,0.0001793132567081954,0.00017107268031541902,0.00013692592563252295,0.00020378966462422294,0.00029967264414899083,0.00023050967426481466,8.535083377821185e-05,1.3815446344269276e-05,8.878642830132979e-05,7.146416067038554e-06,3.7295917835321236e-05,2.106954114839518e-05,0.0003989951303339809,2.5135285520077432e-05,0.0005656193997001171,0.0005936172131926855,0.00032669610285761817,0.0005221758542453862,0.0005920519157803111,0.0005416889126179036,0.0005919763771756477,0.00022706312663208297,0.01697073782617885,0.00015923165944578842,0.0008313242128900059,0.0,2.4945845572733286e-07,0.0029891036828655717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005588358609303959,0.0,0.0,0.0,0.0,0.0,0.0,3.5957409167988704e-05,0.0,0.0
Synthetic yarn and synthetic textiles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011097126926772496,4.959590394163049e-05,0.0,0.0,0.0,2.5705675789136592e-08,0.0,0.0,5.166846584286807e-07,1.7512429446799866e-05,2.148546186223092e-05,1.5015877024641818e-05,0.0,0.0,2.2524957653079612e-05,2.4638552435767294e-05,0.0002602068224550094,0.038830900390765366,0.048810429862104224,0.056657458779707175,0.057142631645409774,0.05612392813234959,0.02182878911539165,0.04280986948802159,0.00021441059078364323,0.00033409003298068274,8.140079889599263e-05,0.00046063446556736306,8.451989173943752e-05,0.00013360691213746127,0.004214918481570322,0.0036997271683608256,0.0,0.0,0.007112813492140311,0.002572977740517654,0.0073980460227922665,0.0073060852285873725,0.006278693030627343,4.1207020035850305e-05,0.006042192548989217,0.021907618894529843,0.0037808736691548567,0.00010545321735194111,0.00010213970220048779,0.0,0.0,0.0,8.057605553335494e-06,0.0001779038332360049,0.00018990962363424433,1.0277094584840337e-06,9.127123442005055e-07,1.5760882274570154e-06,2.474377463467338e-05,5.3307092428636484e-05,3.92609758673215e-05,0.00036106181795840005,0.0004762508615343974,0.00029407075296660786,8.557683105487343e-06,0.00026604753634845653,6.2732720051689955e-06,0.00029003189383250844,7.54058565602323e-05,0.0001684082401571191,0.00017674434479042996,9.727091358183703e-05,0.000155473303625423,0.0001762782911460885,0.00016128314646734294,0.00017655250121212003,0.0002722098299692693,0.00443371476323614,4.012381709015036e-05,0.00016411581721200683,0.0,3.910941952618227e-07,0.0006609885691385909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002146704430194672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wool yarn and woolen textiles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005840563869167079,0.007218000196294578,0.008521860254012473,0.008594835206465463,0.008441611797481935,0.004820939308383142,0.0064799228730692375,9.895873420783533e-05,0.0001541953998372382,3.8176508080455114e-08,2.9686001316297292e-08,7.556098690119574e-08,7.662215182766753e-05,9.795978883046602e-05,8.598612137522019e-05,0.0,0.0,9.540286353094307e-05,3.451087878488657e-05,9.922863517903188e-05,9.799518190355641e-05,8.42149586820359e-05,5.897879459776559e-07,8.10257434616189e-05,0.0025665072425166825,5.071216545811283e-05,0.0,0.0,0.0,1.160880378739255e-08,3.168844196800174e-10,1.4869542702923743e-08,5.582083488742101e-07,1.4365842420785466e-06,6.309120979250449e-06,6.020719513505553e-06,4.744636978182129e-06,4.992755143475322e-06,5.9580633795747474e-06,4.6352605475167295e-06,6.483902331995281e-07,3.942376587896399e-08,7.353276322815233e-07,9.008087479460362e-08,2.667584443198108e-07,1.730557794529378e-07,4.0645774026977095e-06,0.0,4.645744556058458e-06,4.875706063184275e-06,2.6833355470851595e-06,4.288918720701324e-06,4.862849410926579e-06,4.449190247374978e-06,4.863677125433195e-06,2.8621402516649116e-06,0.0006063815480789396,5.674745161499943e-06,2.7484781671154443e-05,0.0,3.5189003611053377e-09,9.83886765124575e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9191246328482436e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Silk yarn and silk textiles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.699103521649695e-08,0.00015129919964916127,0.00014309682262837755,0.00013668184033183975,0.00013067527024999932,0.0,9.998956630612457e-05,5.166846584286807e-08,1.7512429446799866e-06,2.1485461862230923e-06,1.6559740801694283e-06,0.0,4.188424287900666e-06,2.252495765307961e-06,2.4638552435767293e-06,8.393768466290626e-06,0.0018117010789757935,0.002236058943863492,0.0026434200126771476,0.002666056320242455,0.0026185275162437073,0.0016261879250977194,0.0020145491940817997,0.0005772592828790394,0.0008994731657172227,1.1881377681483868e-05,0.0001680570689429297,1.1103358499100711e-05,0.0001862031847413178,0.0006407099701884535,0.0005623957127784673,0.0,0.0,6.625198856315491e-06,2.3965888045060112e-06,6.890877442988325e-06,6.805220965524751e-06,5.848261019585826e-06,4.516520526975848e-05,7.1652750854986466e-06,0.0007789380813211836,3.5216781568133914e-06,0.0,0.0,0.0,0.0,0.0,2.825213113555511e-07,6.544072518350405e-06,2.1302341779847988e-05,4.6069734345835995e-07,3.852786638588611e-07,7.065223088600413e-07,1.1092036905198412e-05,2.330681564677065e-05,1.7500888267768657e-05,1.053634128949233e-05,6.406361955331648e-07,1.1275956626367959e-05,1.7115366210974687e-06,4.337973877608691e-06,2.8121564161102395e-06,7.241624096258615e-05,0.0,7.549334903594993e-05,7.923022352674446e-05,4.3604202640133844e-05,6.969492921139651e-05,7.902130292755691e-05,7.229934151984339e-05,7.904618418006317e-05,5.438066478163331e-05,0.0002179218453468229,1.9798551093238664e-06,1.0038235951815597e-05,0.0,1.3777848336943205e-07,3.791255625113449e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.621414027463235e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carpet weaving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.79570683694583e-05,0.00010851860953868048,0.00012833655478953587,0.0001294355347897462,0.00012712803808880049,6.0240218900872105e-05,9.70949431982273e-05,6.047478201589937e-05,9.423052212275668e-05,0.0,0.0,0.0,0.00013809876736672042,1.3237809301414328e-05,1.1619746131786513e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.869804964725866e-09,0.0,3.757649643143817e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.725756667328378e-05,4.178381025020481e-05,1.5025821048180355e-06,1.2265002584909902e-06,2.304349684281981e-06,3.617710498310866e-05,7.431526634289912e-05,5.6820081555347885e-05,3.436468235957499e-05,2.0894595915850915e-06,3.599622454343622e-05,0.0,1.4077504697014123e-05,9.171956311005703e-06,9.271588127255567e-05,0.0,0.0002462244614710982,0.00025841242134876655,0.00014221678399551347,0.00022731269219717018,0.0002577310187791087,0.00023580708311087383,0.0002575545831883196,0.0,2.7541313781871498e-05,3.0476866492110356e-07,0.0026129621860006623,0.0,3.232028776282304e-05,4.625726416075354e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3841012612994616e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017235678870968898,0.0051126950874968045
Ready made garments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020916803039708068,0.008061592889559077,0.015782675958385967,0.0,0.0,5.725927043030726e-05,0.0,1.2929246661096582e-06,0.0018834905380554073,0.002867082075002867,0.0028677398386418385,0.002674750356633381,0.0027335350074716622,0.0014866383842778927,2.1652930588824382e-05,0.00030555091409916564,0.0,0.0,0.0,1.2852837894568296e-08,0.0,0.0,2.5834232921434036e-07,8.756214723399933e-06,1.074273093111546e-05,7.507938512320909e-06,0.0,0.0,1.1262478826539806e-05,1.2319276217883647e-05,0.0,0.007672645244472381,0.009466599692494776,0.011195016785482318,0.01129088268720798,0.011089595810355974,0.008000407439782602,0.008573206706589677,0.007663804193651248,0.01194157707628389,1.3184751946245476e-05,2.899332795225036e-06,7.379789720683451e-06,0.00010479817210183159,0.00018003420649923484,0.00015802854739229658,0.0,0.0,2.6500795425261963e-06,9.586355218024045e-07,2.7563509771953304e-06,2.7220883862099004e-06,2.3393044078343306e-06,3.341534063721796e-05,3.364792139165644e-06,0.0032798435006382,1.4086712627253566e-06,2.057623753208607e-05,1.992969799033908e-05,0.0,5.997881956819484e-07,1.6372361683467565e-08,1.4522586706522186e-06,9.569802562277809e-05,0.00013303483689914832,0.0003257042823904486,0.0003108525922713569,0.0002447301565860706,0.0002515313225652638,0.0002959906965971237,0.0002295858747722304,0.00027320209693448827,0.0003473139998959637,0.00022293396485219573,4.362187408862044e-05,0.00020097418736703706,1.9185247732996826e-05,0.0006699066941433148,0.004529584620093213,0.00019628270749346983,0.0002059985811695356,0.000113370926864348,0.00018120681594963094,0.000205455387611648,0.00018797828795159282,0.00020572070833832677,0.0002795356979126063,0.0008999602166145752,8.19241844001095e-06,4.255321113329262e-05,0.0,2.2105912524892503e-07,0.0021560511313175237,0.002022134850872463,9.596583616232621e-06,0.01399262462327549,0.0009990707438382613,0.038513014583717926,0.0021577423201408212,0.002124896706410105,0.00405758434772942,0.0014221929115546138,2.7156202476645665e-05,0.00038954082874811317,0.0,0.002488389519111713,0.0009125370230097835,0.0019024395990152078,0.0005866872286571567,0.0007580267322195622,0.0018558600819614506,0.0004138686907517524,0.0005070659562510401,1.0068074567036837e-05,0.0003682785998077533,0.000620827260624612
Misc. textile products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028215112013994697,0.001087445084023257,0.002128958087911776,0.0004925779786857404,0.0005017928640873119,0.00032488509477434464,0.0005833430557464393,0.0005712599473852182,0.0,0.0,0.0,0.0,0.0,0.0,0.0012964692190058599,0.0012948683743938295,0.0026707597851112815,0.0025259699994400558,0.0024127316162924754,0.002564627191978758,0.0001930267922724377,0.0017650332139255035,0.002685766415031679,0.013414520956248698,0.016457863786468886,0.011909947427917442,0.0071951825180034765,0.009642586722890888,0.017254117562258982,0.01887313116579775,0.0016535723878592532,0.02426971498691907,0.030069235881932155,0.035411498642293156,0.035714736709180454,0.03507803646094146,0.021269522761427195,0.02698350665559102,0.020632896082333665,0.03214974086606416,0.000954633560180347,0.0008134561926934591,0.004345616116158911,0.0015587579538250637,0.016467834770959422,0.014454964187942421,0.00039379394659249344,0.0005615815685579315,0.0010048310524114524,0.0006674667692667688,0.001033631616448249,0.0010207831448287125,0.0008772391529378739,0.0034000483022845348,0.0009602535325458614,0.011111449239066092,0.0008153515890790338,0.0012320022222336534,0.0011932906671715524,0.0002726391768667634,0.00026100428268643726,0.0002624471621076069,0.0006061257063391766,0.00035990277645282835,0.0006117728828054906,0.001047539776201995,0.0010028782269444262,0.0007928868486118814,0.0009811408760056271,0.001311876482758122,0.001012580013136878,0.0008262045598484314,0.0008156085330679726,0.0007209127613737102,0.00033512947806529946,0.0005756336206184051,0.00013932350913540396,0.0014797235897947346,0.00014134451019909037,0.0018373919719211198,0.0019283417479893808,0.0010612592088721806,0.0016962673540373736,0.0019232569420214623,0.0017596547428368036,0.0019232690876084008,0.0009426696323120131,0.003795371041701783,3.0792915703877585e-05,0.00017292466442311508,6.073731083335262e-06,6.624005108209003e-05,0.002762046952532973,0.002158252666076823,0.0,0.0,0.0,0.0,0.0,0.0,0.009171252292813074,0.0,0.000372427919679712,0.00015493101143390864,0.0,8.414843784435744e-05,0.00037359870197624693,2.944952939652024e-06,9.219370736041035e-05,2.855091270130178e-06,1.4309346927627678e-05,0.0,7.849318208220434e-07,1.438296366719548e-06,8.2039749454084e-05,8.963816062494398e-05
Leather footwear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004509167546386697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04317349665189616,0.0672720263845462,2.6723555656318583e-07,2.0780200921408104e-07,5.289269083083702e-07,6.233988063358785e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.678838544489121e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.040867989204662e-07,4.764361496562576e-08,6.071185391335998e-06,0.0,0.0,0.0,0.0,1.8324400713846053e-07,2.933989118306813e-08,0.0,0.0,8.707359589607212e-08,6.305661235622254e-07,8.016037048131228e-09,0.0,1.620654806590492e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.909681542411689e-08,2.003498176165438e-05,3.060664452931949e-05,2.836687389064731e-07,2.013869364945826e-06,0.0,0.0,3.673389818128594e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.926374541352538e-07,0.0,0.0,0.0,0.0,0.0004138686907517524,0.0,0.0,0.0,0.0
Leather and leather products except footwear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006083797483220146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.191029644896662e-07,0.0,0.0,2.540195193206112e-06,0.0,0.0,4.4931821614282007e-07,0.0,0.0,0.0,0.0,0.0,3.1106768081881595e-05,3.8378532641728464e-05,4.538731815727488e-05,4.577598181588584e-05,4.495991590945383e-05,0.0021253969511397476,0.00011358264051345296,0.10592432955457574,0.16504904270355936,0.001035024802529323,5.099006050828345e-05,0.00011790142164826578,0.004561704370395945,0.00018003420649923484,0.00015802854739229658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.341844847394085e-08,0.0,1.3289248737947644e-05,0.0,0.0,0.0,0.0,8.513122777421203e-08,2.323819077653461e-09,3.7173856757309355e-07,3.731087987244529e-05,5.230724621939873e-05,4.817110286746451e-05,4.5817030152571614e-05,3.771429671662379e-05,8.246062359363914e-05,0.00013905744598687755,0.00010607379818237466,4.837521174055559e-05,2.9672125149048404e-06,5.099096413630026e-05,1.3629152168690074e-05,2.165601880873735e-05,1.3491580485346735e-05,0.0005262782743906989,0.004150462046700341,0.00034610796942635507,0.0003632401017072285,0.0001999084982578444,0.00031952444469224864,0.0003622822811140302,0.00033146467342943587,0.00036213818979284536,7.155350629162277e-05,0.00018782286707990495,1.649297601741651e-06,1.339174898232414e-05,0.0,6.011454783554951e-08,0.00013208639957491266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.019552271584656e-05,0.0,0.0,0.0,0.0,1.254147547732583e-05,0.0,0.0,0.0,0.0
Wood and wood products except furniture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052858148327995505,0.016238413704094803,0.010600258222640435,0.008496024723361788,0.017098357880480787,0.006589917209180936,0.012901486012745362,0.0005695432878553874,0.0005801979991009545,0.004569036315831841,0.0,2.5858493322193164e-06,0.0,0.00019113880500019114,0.0001911826559094559,0.0001783166904422254,0.0001822356671647775,0.0,0.016486000027066162,0.007315769008186407,0.0008398201951540401,0.0007942910589372261,0.0007586832586535452,0.000851103825200131,0.0031068952845529738,0.0005550145492064597,0.00030714684962523324,0.0014132530563567493,0.0017338767722820353,0.00125959198574597,0.006114973925999504,0.008155364536225411,0.0018177640826035246,0.0019883311815664206,0.013085885038947085,0.0023587511383468145,0.003739662978171848,0.0034416107802706024,0.0034710822073494127,0.00340920189947893,0.0011678894892503831,0.00270125095056111,0.0004892959635831858,0.0007624105880841221,0.013355927867439605,0.20026842706180842,0.01013775616056789,0.09209684777313988,0.0013290760538619984,0.001166622511631366,0.0,2.445018989432154e-06,0.006540396310954652,0.0023740408033243406,0.006802674211718075,0.006718114137166034,0.005773403278535128,7.349145281375479e-05,0.005557258267838037,0.005898186497397119,0.00347660067640618,0.015666232850992032,0.015173973807394416,3.259816245146084e-05,3.191058619421791e-05,3.139875679434426e-05,7.998454374782312e-05,0.0008029990851734033,0.001078166193075707,0.0005070855115677349,0.0004935151765905016,0.0003815401853860055,0.0004073076294469129,0.0005310056524651925,0.00038353059518295824,0.0007227228037157543,0.0009383169181412904,0.0005914989779020471,0.00035189714893711367,0.0005400848476808104,0.0001848891288912746,0.0013786404004375668,0.0007226276098875561,0.00041463270162821734,0.00043515676613919654,0.0002394876975773505,0.0003827859958225932,0.0004340093099251972,0.00039709022957821674,0.00043563813111680385,0.001329496549943539,0.0025417094920273963,0.0017024187339645845,0.004569368366440216,0.005250180470084425,0.0002551714806918018,0.06138631204305467,0.06171503211856909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031880166724217244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9619677404694744e-05,0.0011752558837492654
