Product,Paddy,Wheat,Coarse cereals,Gram,Arhar,Other pulses,Groundnut,Rapeseed and mustard,Other oil seeds,kapas,"jute, hemp and mesta",Sugarcane,Coconut,Tobacco,Tea,Coffee,Rubber,Fruits,Vegetables,Other food crops,Milk,Wool,Egg and poultry,Other livestock products,Industry Wood,Firewood,Other forestry products,Inland Fish,Marine Fish,Coal and Lignite,Natural Gas,Crude petroleum,Iron ore,Manganese ore,Bauxite,Copper ore,Other Metallic minerals,Limestone,Mica,Other non metallic minerals,Processed poultry meat & poultry meat products,Processed other meat & meat products,Processed fish & fish products,Processed fruits & Processed Vegetables,Dairy products,Edible Oils and Fats,"Grain Mill products, starch and starch products",Sugar,Bread & Bakery products,Miscellaneous food products,Alcoholic beverages,Non alcoholic beverages,Tea processed,Coffee processed,Tobacco Products,Cotton Yarn and Cotton Textiles,Synthetic yarn and synthetic  textiles,Wool yarn and woolen textiles,Silk yarn and silk textiles,Carpet weaving,Ready made garments,Misc. textile products,Leather footwear,Leather and leather products except footwear,Wood and wood products except furniture,"Paper, Paper products and newsprint","Publishing, printing and allied activities",Furniture & Fixtures,Rubber products,Plastic products,Petroleum products,Coal tar products,Inorganic chemicals,Organic chemicals,Fertilizers,Pesticides,"Paints, varnishes and lacquers",Drugs and medicine,"Soaps, cosmetics and glycerin","Synthetic fibres, resin",Other chemicals and chemical products,Cement,Non metallic mineral products,Iron and steel Ferro alloys,Iron and steel casting and forging,Iron and steel foundries,Non ferrous basic metals (including alloys),"Hand tools, hardware",Miscellaneous metal products,Tractors and  other agricultural implements,Industrial machinery for food and textile industry,Industrial machinery (except food and textile),Machine tools,Other non electrical machinery,Electrical industrial machinery,"Electrical cables, wires",Batteries,Electrical appliances,Communication equipment,Other electrical machinery,Electronic equipment including T.V,"Medical precision, optical instrument",Watches and clocks,Ships and boats,Rail equipment,Motor vehicles,Motor cycles and scooters,"Bicycles, cycle-rickshaw",Aircrafts & Spacecrafts,Other transport equipment,Gems & jewellery,Miscellaneous manufacturing,Construction and construction services,Electricity,Gas,Water Supply,Trade,Repair & Maintenance of Motor Vehicle,Hotels & Restaurant,Railway Transport,Land transport,Air transport,Water Transport,Supportive and Auxiliary transport activities,Storage and warehousing,Communication services,Financial services,Insurance services,Ownership of dwellings,Real estate services,Renting of machinery & equipment,Research & Development Services,Legal services,Other Business services,Computer related services,Public administration and defence,Education services,Human health and social care services,"Community, social and personal services","Recreation, entertainment and radio & TV broadcasting  and other services"
Edible Oils and Fats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.96957356773427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125400.0,125400.0,125400.0,38760.959915809166,1043.5046602610246,125400.0,6765.016810116958,7298.0,7298.0,12790.87807380118,177.6075255522585,1050.263670873089,7298.0,7298.0,24.0,0.0,629.4069873517592,0.0,0.0,0.0,0.0,30.94114809454896,0.0,0.0,4.422775202204052,280.36217333275926,6.419828029690601,0.0,0.0,0.0,0.0,0.0,7546.0,5576.2311742928005,7546.0,7546.0,7546.0,657.7030765151461,7327.776777387984,1874.0813218856308,6633.790628756744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2442.0424468412684,71.33892929801114,65.07937603305786,29.52835010381728,0.0,2793.9065348164418,0.0,38253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.54069932336614,0.0,0.0,0.0,0.0,354.0,0.0,0.0,397.068502833805,1944.9551496047359
"Grain Mill products, starch and starch products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29574.0,29574.0,29563.752890829834,29574.0,0.0,0.0,0.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1621.0,1621.0,1621.0,11499.549126909884,1277.3709555256487,1621.0,50494.49458571675,14443.0,14443.0,16941.49741665918,4529.282826409495,4513.720426797989,14443.0,14443.0,0.0,14.0,46.69646687541606,14.0,14.0,14.0,5.0735542621104015,15.607332368547997,0.0,0.0,0.0,6.670237223920437,0.0,0.0,0.0,0.0,0.0,0.0,406.0,378.51524028611476,406.0,406.0,406.0,1053.7179395303174,426.6971335316844,111.35487386418862,360.3535743241354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.3176194674214,25.780893962029737,76.34204683195594,1.5887238460309854,0.0,1743.5751147175542,0.0,77820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.61359953000284,0.0,0.0,0.0,0.0,7524.0,0.0,0.0,5261.7605821144725,3956.7199890790407
Sugar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21518452698771945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,11876.72996570003,1765.854326938124,587.0,2431.099239089759,17014.0,17014.0,14717.518989427022,5296.280951203429,5269.057590369686,17014.0,17014.0,0.0,0.0,55.55062994649769,0.0,0.0,0.0,0.0,2.7308248914616495,0.0,0.0,0.0,10.941817712145347,0.0,0.0,14.0,13.929649514005419,0.0,0.0,666.0,583.9615218719672,666.0,666.0,666.0,199.00244372621668,651.2299169590125,165.40394386109597,585.9648578377925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.908909913824,17.879249936111254,86.74479889807162,2.6061332055582174,0.0,335.9477069930663,0.0,14344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.97621652283133,0.0,0.0,0.0,0.0,921.0,0.0,0.0,148.89160600862937,729.3136921530424
Bread & Bakery products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.17011225444338,7.735282150793402,0.0,181.8202624279036,250.0,250.0,228.91584299278162,6.08411638641609,6.155740227762388,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.402627038928937,0.2286976904635287,1.262573002754821,0.0,0.0,8.688551818834151,0.0,1088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1549775130667315,0.0,0.0,0.0,0.0,3633.0,0.0,0.0,11.293507204223978,55.31882996810584
Miscellaneous food products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.864037359642342,0.0,0.0,0.0,0.0,334.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2357.0,2357.0,2357.0,8339.9463205488,350.2373885011424,2357.0,2277.768543103397,11319.0,11319.0,9941.730478928925,385.7144329047148,404.5034369549605,11319.0,11319.0,1788.0,0.0,70.5643137158214,0.0,0.0,0.0,0.0,3.468885672937771,0.0,0.0,0.0,13.899065742454901,0.0,0.0,0.0,0.0,0.0,0.0,846.0,627.2359907983177,846.0,846.0,846.0,386.06474082886035,831.4834806163684,210.107712472203,744.783108278118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.6000767696026,12.359023059333465,58.254780991735544,3.310493531384763,0.0,336.74375644930814,79.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.9679105384709,0.0,176.0,316.0,0.0,4929.0,0.0,0.0,0.9861058680158804,4.830228719641594
Alcoholic beverages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.7085126286249,4.1151701042220905,0.0,2.105392899359077,133.0,133.0,115.75751789618714,5305.968059676888,5266.717622516329,133.0,133.0,0.0,0.0,2.669099336768658,0.0,0.0,0.0,0.0,0.13121080559575493,0.0,0.0,0.0,0.5257329831661428,0.0,0.0,0.0,0.0,0.0,0.0,32.0,123.27845871823442,32.0,32.0,32.0,12.935158842204084,31.397786313779477,7.947336641974581,28.16584193016299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.803271566142072,2.467922177835576,1.175706611570248,0.12521961348027472,0.0,11.768486638170804,0.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.188768688464811,0.0,0.0,0.0,0.0,2332.0,0.0,0.0,3.435800445402699,16.829533749488082
Non alcoholic beverages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04985535889323653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,136.0,136.0,38.799812909260986,0.0008513035585740665,136.0,0.20438251035039887,0.0,0.0,6.525069637883008,68.2964474118035,68.73458500051298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2832033356097912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7727957211491818,0.08298864548518416,0.02724242424242424,0.0,0.0,2.710417119022952,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054799238280458656,0.0,0.0,0.0,0.0,1053.0,0.0,0.0,3.892523163220581,19.066692314374713
Tea processed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2588.009541627689,117.66911207786924,0.0,60.20157290422985,3803.0,3803.0,3236.920275855872,573.553700956149,571.079443247495,3803.0,3803.0,10.0,0.0,1.2511403141103083,0.0,0.0,0.0,0.0,0.06150506512301013,0.0,0.0,0.0,0.24643733585912944,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.121895330865172,15.0,15.0,15.0,0.0,14.52456814245748,3.7253140509255847,13.182294724482093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.32991525816942,3.2014523930422323,19.122012396694213,0.05869669381887877,0.0,53.15507083640935,0.0,8676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1077549532028688,0.0,0.0,0.0,0.0,16061.0,0.0,0.0,90.05741590427135,441.1269933853734
Coffee processed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0280012472716,13.273744170761479,0.0,6.791079352068,429.0,429.0,365.1552026237757,97.27439828552588,96.7539413836736,429.0,429.0,0.0,0.0,1.334549668384329,0.0,0.0,0.0,0.0,0.06560540279787747,0.0,0.0,0.0,0.2628664915830714,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.454944106969554,16.0,16.0,16.0,19.900244372621668,16.126781828678006,3.9736683209872905,14.128211579859654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.995933741927592,0.43076261477454786,2.178223140495868,0.06260980674013736,0.0,6.4041589895342845,0.0,4501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18386613184230785,0.0,0.0,0.0,0.0,6130.0,0.0,0.0,46.720658020415556,228.8511522853349
Tobacco Products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.277083894929163,0.0,0.0,0.0,0.0,5188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1313013291264716,0.1125042453487992,0.1071900826446281,0.0,0.0,4.111099944373101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15765163486082412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cotton Yarn and Cotton Textiles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,78.0,166.5846962516157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03764938449096954,0.0,0.0,0.0,0.0,12.0,93110.0,85355.84937991569,93110.0,93110.0,93110.0,58023.96742395794,92728.81210805595,1181.0,1181.0,2.3087442879429956,84.0186076548844,19.664834276475343,1175.7113779290805,602.0,600.2864631625605,0.0,0.0,145.0,110.59044426871787,145.0,145.0,145.0,165.478827011416,145.63390914339,70021.74528371354,127.98240096172664,78.0,78.0,0.0,0.0,0.0,0.0,1.7447153897730883,3.0449271844660193,37.21764828068055,35.0597189207223,42.05936872833424,70.39121577470563,39.28920947460766,104.492384724088,46.286284194528875,0.0,54.093817873602795,0.0,5.832017197746878,0.2898080562314139,95.55742917710542,0.0,212.74669926650367,319.0769001166798,320.777686999724,337.0,335.0819955253759,335.53501245502355,322.43929671923144,254.39941001136955,4715.035790663635,182.79666297235133,290.8026336088155,0.5674013735824948,0.0,3324.4064001952115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.82308253312266,0.0,0.0,0.0,0.0,0.0,0.0,441.0,0.0,0.0
Synthetic yarn and synthetic  textiles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,87.32668102829241,0.0,0.0,0.0,1.6586529466791395,0.0,0.0,0.0,0.0,0.0,0.1213196753227304,49.758840257171116,49.390171334769676,0.0,0.0,31.0,51848.0,47542.15890431224,51848.0,51848.0,51848.0,20011.831275816745,51636.32826821032,10.0,10.0,0.0,3.6965600378869414,18.232850738590432,62.321564350582506,360.0,358.3970139262663,0.0,0.0,225.0,169.25950720678622,225.0,225.0,225.0,0.20449903612558315,217.86852213686223,39027.20751660457,197.7344208672314,254.0,254.0,0.0,0.0,0.0,29.271066300030554,58.5607156720895,14.08389563106796,154.27146552863644,133.35220401184367,149.8806057288816,145.40952478571154,209.49104851025115,173.08728781032468,286.75911854103344,295.0,218.71645388568098,0.0,203.17131894745435,6.6366134991439125,103.37157448448642,0.0,148.35452322738385,222.50169592706158,229.07134971018493,235.0,233.662519134906,234.08033490174373,225.44342940003625,39.963125710598284,2563.0973286709154,98.8496055578872,159.96824242424245,0.8804504072831816,0.0,1751.2420758552378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.096855881042096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wool yarn and woolen textiles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3983.0,3654.1169160975373,3983.0,3983.0,3983.0,1943.9447521592188,3966.8323685479977,23.0,23.0,0.08344858872083116,3.6078787617858525,0.12112883074887926,6.426669792378021,6.0,5.9849248958583035,0.0,0.0,40.0,29.592897451565364,40.0,40.0,40.0,0.014963344106749987,38.73218171321995,3003.7391131466948,35.15278593195225,0.0,0.0,0.0,0.21918313099612452,0.2968397386593189,0.2851512373968836,2.980614273446966,3.887226941747573,0.11254413958494627,0.3420701447099545,0.21875570151432222,0.7183307921946469,0.2990869805374143,0.10363055880249132,0.0,0.0,0.9469195317052498,0.0,0.09050586410514572,0.0,1.1213721333590287,0.0,1.5012224938875305,0.16226630125091582,0.025071303707792803,0.0,0.022176865408015074,0.01833656241350678,0.07993474714518761,2.93777975806369,198.2774293150211,7.631975466721469,12.34614738292011,0.1565245168503434,0.0,137.3011338374909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32852193995381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Silk yarn and silk textiles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003137448707580795,0.0,0.0,0.0,0.0,1.0,3693.0,3388.389038191277,3693.0,3693.0,3693.0,1634.1790508824633,3678.0255668113846,195.0,195.0,0.027816196240277057,1.6571662289576785,0.040376276916293086,137.08182568723183,24.0,24.25627677040883,0.0,0.0,41.0,30.434734553035476,41.0,41.0,41.0,0.3740836026687497,39.700486256050446,2786.010205734651,36.03160558025105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4031572785467455,1.0029609241419575,1.4687100893997445,6.890543120347474,4.386392435909933,11.85819710741639,6.867401215805471,0.0,7.710441277745404,0.0,0.8174372091757599,0.0,25.121892464829447,0.0,31.56479217603912,47.340786367459906,47.428650289815074,50.0,49.71542960317149,49.778577359535014,47.815841943085005,73.1032787388993,202.8361981330645,7.262933384221914,11.439146005509643,0.16043762977160198,0.0,129.40031184149848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333495401320854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carpet weaving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.24840356024557,21.0,21.0,21.0,7.610331393165603,20.913892908827783,0.0,0.0,0.0,0.0,0.0,19.07439532774103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.784560328704181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9996601015918576,4.974686183744109,7.284802043422733,34.17709387692347,21.756506482113267,58.81665765278529,34.06231003039514,0.0,38.24378873761721,0.0,4.054488557511769,0.0,0.0,0.0,156.56136919315404,234.81030038260116,235.24610543748275,248.0,246.5885308317306,246.90174370329368,237.16657603770165,0.0,32.637234100888755,1.0048912423375207,0.11756198347107438,0.0,0.0,4.836676944201465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2336615210080628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ready made garments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.0,698.0,698.0,0.0,0.0,96.73370695773475,25.738843456526485,25.022027235482426,108.0,149.0,112.07826736370426,149.0,136.52626026674704,309.0,0.0,190.2566652305041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4224.0,3877.4341329914446,4224.0,4224.0,4224.0,3893.7215076980847,4206.963096960925,460.0,460.0,0.2781619624027706,10.969320187712576,10.0,24.461477306316315,0.0,0.3115521522617179,0.0,0.0,69.0,50.98859674346716,69.0,69.0,69.0,0.30924244487283303,66.81301345530441,3192.088007893613,60.638555732617625,0.0,0.0,0.0,3.043077163630678,4.037020445766737,24.417415215398716,78.20800837538673,56.78002427184466,43.33032460297977,45.72177738854831,49.52096332785988,84.99055721405783,145.47380619726852,109.5076109143565,221.2841945288754,207.0,184.76577316310855,8.120245265613978,148.07968652208223,4.882505782343577,69.64266718057429,0.12100840336134454,216.74963325183373,296.6665129026131,297.49417793725274,311.0,309.53157750127565,309.903335178522,298.68446619539606,60.61766483319505,275.1851201950454,10.129780229385622,1482.7317961432507,0.2700047915668424,6.983551778090528,562.1372011605137,530.0,16.0,2071.0,5550.0,4031.0,382.0,981.0,63.0,729.0,13.0,59.0,0.0,455.0,1219.9993618572992,300.0,381.0,1628.0,241.0,613.0,300.0,112.0,843.609798859384,315.9331339430869
Misc. textile products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.874747973829124,0.0,94.0,94.0,94.0,84.0,84.0,53.23086398603395,201.72663738503724,198.8158038779877,0.0,0.0,86.23330843913368,0.0,29.133298168939795,0.0,12799.0,4442.102415625449,7842.0,7842.0,7842.0,11113.84496414094,4465.6708334637415,7842.0,5698.915854375679,12629.0,12629.0,11670.940613112887,10522.54242911309,10504.916589719915,12629.0,12629.0,3205.0,14595.0,14455.956606425209,14595.0,14595.0,14595.0,9227.01809519339,14588.164737095996,3118.0,3118.0,40.750727492005886,1653.3274120635467,588.8635408245756,3401.752892132381,2675.0,2669.3267358080084,1031.0,1031.0,12928.0,10004.895070270659,12928.0,12928.0,12928.0,12261.286582438137,12908.570684755095,14180.993431807137,11524.17360004473,12799.0,12799.0,1445.0,1477.2489250254084,1493.2067735582734,869.940061106019,2505.205702791404,2158.2935983009706,2814.2692750722285,2676.5174110680177,2826.3133917168398,3132.996591884585,3716.2418905892932,3488.7711491826444,4672.933320668693,4511.0,4121.6681676113785,441.94693146671005,3304.236947944162,377.79535009462023,2112.5492580458663,184.04789915966387,4368.649388753056,5490.584809920495,5519.788871101297,5690.0,5668.0636260156225,5675.2248823692225,5523.581330433206,1520.914077784265,5121.991837957085,151.8421811184234,177.7858719008265,50.58872384603099,0.0,2136.6478010831743,566.0,0.0,0.0,0.0,0.0,0.0,0.0,665.0,0.0,171.0,24.0,0.0,16.0,334.4739374417568,0.0,0.0,251.0,0.0,0.0,0.0,27.0,186.66800777301185,1.8983109743233348
Leather footwear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776.7147646900468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5448.0,5448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.125315830988767,0.39623166493071654,0.06003305785123967,0.0,0.0,8.884365946412066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1036829950164095,0.0,0.0,0.0,0.0,613.0,0.0,0.0,0.0,0.0
